loggingTime,loggingSample,identifierForVendor,locationTimestamp_since1970,locationLatitude,locationLongitude,locationAltitude,locationSpeed,locationCourse,locationVerticalAccuracy,locationHorizontalAccuracy,locationFloor,locationHeadingTimestamp_since1970,locationHeadingX,locationHeadingY,locationHeadingZ,locationTrueHeading,locationMagneticHeading,locationHeadingAccuracy,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ,motionTimestamp_sinceReboot,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionAttitudeReferenceFrame,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionMagneticFieldCalibrationAccuracy,activityTimestamp_sinceReboot,activity,activityActivityConfidence,activityActivityStartDate,pedometerStartDate,pedometerNumberofSteps,pedometerDistance,pedometerFloorAscended,pedometerFloorDescended,pedometerEndDate,IP_en0,IP_pdp_ip0,deviceOrientation,state
2016-09-12 11:12:15.737,466,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,1473671535.723327,-37.4346923828125,-35.23110961914062,0.5195388793945312,77.43975067138672,73.81959533691406,15,260895.145062125,-0.17431640625,-0.7320098876953125,-0.155670166015625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.137.203,10.56.9.191,3,0
2016-09-12 11:12:15.757,467,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,1473671535.753287,-35.7225341796875,-36.51213073730469,0.8501205444335938,81.40740966796875,77.78725433349609,15,260895.164685125,-0.0445404052734375,-0.729522705078125,-0.275665283203125,260895.155659,-0.4197019372554736,-0.7869153662704664,-1.965179857883096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.137.203,10.56.9.191,3,0
2016-09-12 11:12:15.787,468,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,,,,,,,,260895.184277125,-0.0316314697265625,-0.69219970703125,-0.3181304931640625,260895.175679,-0.3708100280671449,-0.9850119407949205,-1.810577763965707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.137.203,10.56.9.191,3,0
2016-09-12 11:12:15.796,469,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,,,,,,,,260895.203900125,0.031036376953125,-0.7167816162109375,-0.2975311279296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.137.203,10.56.9.191,3,0
2016-09-12 11:12:15.816,470,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,1473671535.798367,-31.555419921875,-39.67523193359375,2.274925231933594,89.43820953369141,85.81805419921875,15,260895.223522125,0.084259033203125,-0.799713134765625,-0.155975341796875,260895.215687,0.2074250951907836,-0.9037429169700625,-1.958112627298353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.137.203,10.56.9.191,3,0
2016-09-12 11:12:15.835,471,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,1473671535.828244,-29.84185791015625,-40.73033142089844,2.978599548339844,93.41171264648438,89.79155731201172,15,260895.243145125,0.206817626953125,-0.828125,-0.15765380859375,260895.235676,0.09546047664167227,-0.7771274503160982,-1.937276321245682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.137.203,10.56.9.191,3,0
2016-09-12 11:12:15.856,472,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,,,,,,,,260895.262738125,0.3118133544921875,-0.861663818359375,-0.1909637451171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.137.203,10.56.9.191,3,0
2016-09-12 11:12:15.875,473,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,1473671535.873365,-27.31034851074219,-42.46290588378906,3.997428894042969,100.6581497192383,97.03799438476562,15,260895.282360125,0.391876220703125,-0.8961181640625,-0.21539306640625,260895.275715,0.1080018348470734,-0.6177713475368088,-1.621991870326144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.137.203,10.56.9.191,3,0
2016-09-12 11:12:15.894,474,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,,,,,,,,260895.301983125,0.430084228515625,-0.916259765625,-0.2168731689453125,260895.295705,0.2185943928025759,-0.6327255296898218,-1.317966199231025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.137.203,10.56.9.191,3,0
2016-09-12 11:12:15.914,475,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,1473671535.90327,-24.85166931152344,-44.046142578125,4.639183044433594,103.6316833496094,100.0115280151367,15,260895.321575125,0.44427490234375,-0.93341064453125,-0.1533050537109375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.168.137.203,10.56.9.191,3,0
