loggingTime,loggingSample,identifierForVendor,locationTimestamp_since1970,locationLatitude,locationLongitude,locationAltitude,locationSpeed,locationCourse,locationVerticalAccuracy,locationHorizontalAccuracy,locationFloor,locationHeadingTimestamp_since1970,locationHeadingX,locationHeadingY,locationHeadingZ,locationTrueHeading,locationMagneticHeading,locationHeadingAccuracy,accelerometerTimestamp_sinceReboot,accelerometerAccelerationX,accelerometerAccelerationY,accelerometerAccelerationZ,gyroTimestamp_sinceReboot,gyroRotationX,gyroRotationY,gyroRotationZ,motionTimestamp_sinceReboot,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionAttitudeReferenceFrame,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionMagneticFieldCalibrationAccuracy,activityTimestamp_sinceReboot,activity,activityActivityConfidence,activityActivityStartDate,pedometerStartDate,pedometerNumberofSteps,pedometerDistance,pedometerFloorAscended,pedometerFloorDescended,pedometerEndDate,IP_en0,IP_pdp_ip0,deviceOrientation,state
2016-08-09 13:09:51.825,1,6B5B5B79-A063-42A5-9845-86B7C35C751C,1470740990.999974,51.02460844912662,13.68283574470662,228.6652,0,17.2265625,3,5,-9999,1470740991.797169,6.245681762695312,-22.78549957275391,-43.78299713134766,190.5851135253906,186.9892272949219,20,254988.540645,0.09637451171875,-0.0302886962890625,-1.19586181640625,254988.5177630417,-0.02136654142570573,0.005408613857841925,0.009350891219486221,,,,,,,,,,,,,,,,,,,,,,,254986.8523105,automotive,0,2016-08-09 13:09:50.124,,,,,,,0.0.0.0,10.165.73.122,5,0
2016-08-09 13:09:51.839,2,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,,,,,,,,254988.560268,-0.0348052978515625,-0.0359954833984375,-0.9390869140625,254988.5377820417,0.01056742320543442,0.05533675902632046,0.01062281695610807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0.0.0,10.165.73.122,5,0
2016-08-09 13:09:51.861,3,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,1470740991.842331,6.92437744140625,-22.48932647705078,-44.22769927978516,190.5721435546875,186.9762573242188,20,254988.5797904167,0.0471038818359375,-0.1022796630859375,-0.9231414794921875,254988.57766075,-0.006452306689043979,0.0425700973926986,0.008342618430782222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0.0.0,10.165.73.122,5,0
2016-08-09 13:09:51.881,4,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,1470740991.872238,6.702804565429688,-22.03733062744141,-43.78409576416016,190.5612182617188,186.96533203125,20,254988.5994134167,-0.0540924072265625,-0.080718994140625,-0.84893798828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0.0.0,10.165.73.122,5,0
2016-08-09 13:09:51.898,5,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,,,,,,,,254988.6190054167,0.02392578125,-0.1230010986328125,-0.80645751953125,254988.59768075,-0.01283270802865582,-0.01585459691756873,0.007368966736249252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0.0.0,10.165.73.122,5,0
2016-08-09 13:09:51.918,6,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,,,,,,,,254988.6386284167,-0.02423095703125,-0.0548248291015625,-0.984619140625,254988.63768875,-0.03194994359768062,-0.04884423860481629,0.0008572715548965067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0.0.0,10.165.73.122,5,0
2016-08-09 13:09:51.941,7,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,1470740991.917248,6.173843383789062,-22.48560333251953,-43.93637847900391,190.5643920898438,186.968505859375,20,254988.6582514167,-0.000335693359375,-0.011688232421875,-0.9703216552734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0.0.0,10.165.73.122,5,0
2016-08-09 13:09:51.961,8,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,1470740991.947225,7.226486206054688,-22.18959808349609,-43.85178375244141,190.5682983398438,186.972412109375,20,254988.6778744167,0.04461669921875,-0.009857177734375,-1.326644897460938,254988.65767775,-0.01388945034919926,0.007499994261881151,0.006227003260823274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0.0.0,10.165.73.122,5,0
2016-08-09 13:09:51.977,9,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,,,,,,,,254988.6974964167,0.0263824462890625,0.045257568359375,-1.044464111328125,254988.67769775,-0.04141268758295017,-0.05219422894002695,-0.01522795511307308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0.0.0,10.165.73.122,5,0
2016-08-09 13:09:51.996,10,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,1470740991.992402,6.1749267578125,-22.18335723876953,-43.03891754150391,190.5697326660156,186.9738464355469,20,254988.7171194167,0.07415771484375,-0.0474090576171875,-1.118194580078125,254988.69768675,-0.009662481067025492,0.01072987603192925,0.01052827473741025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0.0.0,10.165.73.122,5,0
2016-08-09 13:09:52.016,11,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,,,,,,,,254988.7367424167,-0.0464019775390625,-0.0492706298828125,-0.95257568359375,254988.71770675,-0.01276080267922368,-2.183792093864975e-05,-0.002269545880965527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0.0.0,10.165.73.122,5,0
2016-08-09 13:09:52.044,12,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,1470740992.022343,6.101287841796875,-22.26068878173828,-44.08911895751953,190.5727996826172,186.9769134521484,20,254988.7563654167,0.0125732421875,-0.1331024169921875,-0.8180999755859375,254988.73769575,-0.01284069751192606,0.009645969468267001,0.00836472266782988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0.0.0,10.165.73.122,5,0
2016-08-09 13:09:52.055,13,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,,,,,,,,254988.7759884167,-0.0569915771484375,-0.0625457763671875,-0.8762969970703125,254988.75768475,-0.008589759779941575,0.03196032992593193,0.009415073401757131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0.0.0,10.165.73.122,5,0
2016-08-09 13:09:52.075,14,6B5B5B79-A063-42A5-9845-86B7C35C751C,1470740991.999974,51.02460844912662,13.68283574470662,228.671,0,17.2265625,3,5,-9999,1470740992.067353,6.772964477539062,-22.63872528076172,-44.22817230224609,190.5763549804688,186.98046875,20,254988.7956104167,0.0257720947265625,-0.0632171630859375,-0.8165283203125,254988.77770375,0.009542638817971927,0.003240800730517425,0.005424592824382401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0.0.0,10.165.73.122,5,0
2016-08-09 13:09:52.095,15,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,,,,,,,,254988.8152334167,0.0163116455078125,-0.027252197265625,-1.102584838867188,254988.79769275,-0.00970242848337668,0.03096377504602428,0.01580293159242119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0.0.0,10.165.73.122,5,0
2016-08-09 13:09:52.122,16,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,1470740992.097229,6.0235595703125,-22.48462677001953,-43.78810882568359,190.5656127929688,186.9697265625,20,254988.8348564167,0.030059814453125,0.0650634765625,-1.030792236328125,254988.81771275,-0.0223673573633575,-0.04247182674847468,0.0009427590258880503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0.0.0,10.165.73.122,5,0
2016-08-09 13:09:52.134,17,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,,,,,,,,254988.8544794167,0.0999755859375,0.0123748779296875,-1.279541015625,254988.83770175,-0.0170836457606403,0.007499994261881151,0.006192648482761252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0.0.0,10.165.73.122,5,0
2016-08-09 13:09:52.154,18,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,1470740992.142351,7.14892578125,-22.48966217041016,-44.00012969970703,190.5704650878906,186.9745788574219,20,254988.8741024167,0.0063629150390625,0.01141357421875,-0.9799652099609375,254988.85772075,-0.03929920294186329,-0.05111032237636471,-0.01307585463618005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0.0.0,10.165.73.122,5,0
2016-08-09 13:09:52.173,19,6B5B5B79-A063-42A5-9845-86B7C35C751C,,,,,,,,,,,,,,,,,254988.8936944167,0.0729827880859375,-0.1069793701171875,-0.8978271484375,254988.87770975,-0.01710761421045101,0.005408613857841925,0.009396697590235583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0.0.0,10.165.73.122,5,0
